설립연도,최종업종코드,최종업종차수,업종명,기업규모,상장등록법인,지번주소,24년 총자산,24년 부채,24년 자기자본,24년 차입금회전율,24년 부가가치율,24년 총자산회전율,23년 총자산,23년 부채,23년 자기자본,23년 차입금회전율,23년 부가가치율,23년 총자산회전율,22년 총자산,22년 부채,22년 자기자본,22년 차입금회전율,22년 부가가치율,22년 총자산회전율,21년 총자산,21년 부채,21년 자기자본,21년 차입금회전율,21년 부가가치율,21년 총자산회전율,20년 총자산,20년 부채,20년 자기자본,20년 차입금회전율,20년 부가가치율,20년 총자산회전율,3개년 매출액증가여부
2004,C29***,11,기타 가공 공작기계 제조업,소기업,기타,경상남도 김해시,110억미만,70억미만,40억미만,1.23,29.8,1.45,90억미만,50억미만,40억미만,1.26,33.6,1.56,80억미만,50억미만,40억미만,1.44,30,1.3,80억미만,50억미만,30억미만,1.35,,1.36,70억미만,50억미만,30억미만,1.22,,1.47,부
2004,C24***,11,그 외 기타 1차 철강 제조업,소기업,기타,부산광역시 강서구,20억미만,10억미만,10억미만,6.54,13.3,0.35,20억미만,20억미만,10억미만,3.44,13.3,0.66,20억미만,10억미만,10억미만,3.51,14.9,0.51,20억미만,20억미만,10억미만,2.76,,0.66,20억미만,10억미만,10억미만,7.67,,0.24,부
2004,G46***,11,남녀용 겉옷 및 셔츠 도매업,중기업,기타,서울특별시 강서구,170억미만,100억미만,70억미만,4.83,8.46,0.51,130억미만,70억미만,70억미만,3.7,10.2,0.6,150억미만,90억미만,60억미만,4.98,8.17,0.42,120억미만,70억미만,60억미만,5.29,,0.49,110억미만,70억미만,50억미만,4.83,,0.53,부
2005,C24***,11,알루미늄주물 주조업,중기업,기타,경기도 화성시,110억미만,70억미만,50억미만,2.75,10.3,0.66,110억미만,70억미만,50억미만,3.09,10.4,0.62,110억미만,70억미만,50억미만,4.27,8.19,0.45,110억미만,70억미만,40억미만,4.26,,0.49,110억미만,70억미만,40억미만,2.59,,0.79,부
2001,G46***,11,기타 생활용 섬유 및 직물제품 도매업,소기업,기타,경기도 의정부시,30억미만,10억미만,20억미만,12.6,9.75,0.45,30억미만,20억미만,20억미만,4.18,10.3,0.61,30억미만,20억미만,20억미만,4.21,9.04,0.54,40억미만,20억미만,20억미만,2.85,,0.72,40억미만,20억미만,20억미만,1.42,,1.26,부
2004,H52***,11,기타 육상 운송지원 서비스업,대기업,외감법인,서울 서대문구,1450억미만,770억미만,690억미만,36.8,2.61,0.26,1380억미만,760억미만,620억미만,35.3,2.6,0.25,1360억미만,810억미만,550억미만,28.3,7.52,0.26,1150억미만,670억미만,480억미만,48,,0.24,1180억미만,750억미만,440억미만,25.1,,0.26,여
2005,F42***,11,포장 공사업,소기업,기타,대구광역시 달성군,30억미만,10억미만,20억미만,,21.6,0.44,30억미만,10억미만,20억미만,,32.1,0.54,20억미만,10억미만,20억미만,,54,0.35,20억미만,10억미만,20억미만,524,,0.48,20억미만,10억미만,10억미만,244,,0.45,부
2003,C31***,11,선박 구성 부분품 제조업,중기업,외감법인,경상남도 창원시,4470억미만,830억미만,3640억미만,,26.5,1.7,3620억미만,580억미만,3050억미만,,26.5,1.81,3370억미만,660억미만,2720억미만,,26.2,1.59,3040억미만,610억미만,2440억미만,,,2.11,2850억미만,530억미만,2320억미만,,38.6,1.67,부
2005,C22***,11,"플라스틱 선, 봉, 관 및 호스 제조업",소기업,기타,경기 화성시,120억미만,80억미만,40억미만,1.07,25.9,1.84,120억미만,80억미만,40억미만,1.34,20,1.45,120억미만,90억미만,40억미만,1.11,18,1.74,110억미만,80억미만,40억미만,1.25,,1.48,100억미만,90억미만,20억미만,1.13,11.1,1.53,부
2005,C29***,11,가정용 및 산업용 공기 조화장치 제조업,소기업,기타,경기도 파주시,120억미만,90억미만,50억미만,3.57,13.3,0.52,120억미만,100억미만,60억미만,3.39,13.6,0.5,120억미만,100억미만,60억미만,3.56,10.7,0.38,120억미만,100억미만,50억미만,2.87,,0.59,120억미만,70억미만,60억미만,2.7,,0.75,부
2005,G46***,11,기타 화학물질 및 화학제품 도매업,소기업,기타,경기도 고양시,10억미만,10억미만,10억미만,3.68,10.1,0.48,10억미만,10억미만,10억미만,2.72,2.34,0.56,10억미만,10억미만,10억미만,3.68,10.1,0.5,20억미만,10억미만,10억미만,4.16,,0.62,10억미만,10억미만,10억미만,4.48,,0.55,부
1999,G46***,11,기타 생활용 섬유 및 직물제품 도매업,소기업,기타,서울 송파구,160억미만,100억미만,60억미만,4.32,12.1,0.81,140억미만,90억미만,50억미만,3.42,10,0.89,130억미만,90억미만,50억미만,2.58,6.57,1.08,170억미만,120억미만,50억미만,6.09,,0.49,100억미만,70억미만,40억미만,23.1,5.26,0.37,여
2002,C26***,11,방송장비 제조업,소기업,기타,서울특별시 양천구,10억미만,10억미만,10억미만,3.75,14.9,0.43,20억미만,20억미만,10억미만,5.92,13.8,0.68,10억미만,10억미만,10억미만,6.87,12.9,0.27,10억미만,10억미만,10억미만,4.35,,0.41,10억미만,10억미만,10억미만,5.9,,0.4,부
2005,C25***,11,그 외 기타 금속가공업,소기업,외감법인,경남 김해시,90억미만,80억미만,10억미만,6.45,4,0.35,100억미만,90억미만,10억미만,7.7,2.95,0.4,100억미만,90억미만,20억미만,8.38,11.4,0.4,100억미만,90억미만,20억미만,7.38,,0.39,100억미만,90억미만,10억미만,5.52,,0.47,부
2001,G46***,11,음ㆍ식료품 및 담배 중개업,소기업,외감법인,서울 강남구,230억미만,140억미만,100억미만,8.14,12.3,0.65,200억미만,120억미만,90억미만,5.11,10.4,0.61,180억미만,110억미만,80억미만,5.36,11,0.62,180억미만,110억미만,70억미만,3.48,11.1,0.79,170억미만,110억미만,70억미만,2.96,,0.8,여
2005,C25***,11,도장 및 기타 피막처리업,중기업,기타,인천광역시 남동구,330억미만,230억미만,110억미만,1.12,38.6,1.59,240억미만,220억미만,30억미만,1.4,26.3,0.99,250억미만,220억미만,40억미만,1.26,33.3,1.15,240억미만,210억미만,30억미만,0.93,25.3,1.45,230억미만,190억미만,40억미만,0.95,32.7,1.53,부
2010,C16***,11,표면 가공 목재 및 특정 목적용 제재목 제조업,소기업,외감법인,인천 서구,230억미만,170억미만,60억미만,1.86,17.4,0.95,230억미만,180억미만,60억미만,1.76,11.7,0.95,240억미만,180억미만,70억미만,1.54,8.58,0.97,230억미만,150억미만,80억미만,1.82,14.4,0.94,220억미만,150억미만,70억미만,1.73,,0.96,부
2012,C10***,11,육류 포장육 및 냉동육 가공업 (가금류 제외),중기업,기타,제주특별자치도 제주시,80억미만,50억미만,40억미만,3.99,10.4,0.57,80억미만,50억미만,40억미만,3.28,11.3,0.65,80억미만,50억미만,40억미만,4.16,8.72,0.49,70억미만,40억미만,30억미만,3.81,,0.48,60억미만,40억미만,30억미만,4.56,,0.44,부
2008,G46***,11,과실류 도매업,소기업,기타,부산광역시 강서구,50억미만,30억미만,30억미만,6.31,2.82,0.31,40억미만,30억미만,20억미만,5.46,3.16,0.35,40억미만,30억미만,20억미만,5.79,2.81,0.31,40억미만,30억미만,20억미만,4.53,,0.37,30억미만,20억미만,20억미만,6.44,,0.31,부
2011,C18***,11,기타 인쇄업,소기업,기타,서울특별시 구로구,20억미만,10억미만,10억미만,168,28.6,0.6,10억미만,10억미만,10억미만,715,17,0.4,10억미만,10억미만,10억미만,80.5,20.3,0.41,10억미만,10억미만,10억미만,62.6,,0.53,10억미만,10억미만,10억미만,47.1,30.9,0.57,여
2010,M72***,11,기타 엔지니어링 서비스업,중기업,기타,경기도 안양시,20억미만,10억미만,20억미만,20.8,71.9,0.52,20억미만,10억미만,20억미만,21.6,67.7,0.55,20억미만,10억미만,20억미만,17.3,67.4,0.53,20억미만,10억미만,20억미만,17.6,,0.51,20억미만,10억미만,10억미만,12.8,21.7,0.5,부
2012,C30***,11,자동차용 신품 조향장치 및 현가장치 제조업,소기업,기타,경기도 화성시,100억미만,70억미만,30억미만,2.04,12,0.75,90억미만,70억미만,30억미만,2.25,11.4,0.67,100억미만,70억미만,30억미만,2.14,13.4,0.69,90억미만,70억미만,30억미만,1.94,,0.76,100억미만,70억미만,30억미만,1.64,,0.89,부
2012,G46***,11,재생용 재료 수집 및 판매업,소기업,기타,대구 북구,40억미만,30억미만,20억미만,4.48,7.87,0.41,40억미만,20억미만,20억미만,5.25,7.66,0.35,50억미만,20억미만,30억미만,7.96,7.3,0.28,50억미만,20억미만,30억미만,10.5,,0.21,40억미만,30억미만,10억미만,3.47,,0.42,부
2012,G46***,11,수송용 운송장비 도매업,중기업,기타,부산광역시 영도구,190억미만,130억미만,60억미만,4.18,13.4,0.55,130억미만,70억미만,60억미만,6.88,10.7,0.38,120억미만,70억미만,60억미만,10,14.9,0.39,80억미만,60억미만,30억미만,5.39,,0.46,80억미만,60억미만,30억미만,3.82,,0.58,여
2005,G46***,11,의약품 도매업,소기업,기타,서울특별시 송파구,110억미만,10억미만,110억미만,,15.3,4.41,120억미만,10억미만,110억미만,,10.9,4.2,120억미만,10억미만,110억미만,,21.8,3.34,120억미만,20억미만,110억미만,,,2.6,110억미만,10억미만,100억미만,,31.7,2.58,부
2011,C10***,11,육류 포장육 및 냉동육 가공업 (가금류 제외),중기업,기타,광주광역시 광산구,160억미만,100억미만,70억미만,11.8,7.41,0.19,140억미만,80억미만,70억미만,15.5,6.36,0.17,120억미만,60억미만,60억미만,13.4,13.4,0.24,90억미만,60억미만,40억미만,6.35,,0.36,80억미만,50억미만,40억미만,5.56,,0.38,부
2004,F42***,11,배관 및 냉ㆍ난방 공사업,한시성중소기업,외감법인,경기도 수원시,1070억미만,810억미만,260억미만,2.95,25.2,0.75,610억미만,420억미만,200억미만,5.68,24.4,0.48,520억미만,370억미만,160억미만,2.63,33.1,1,360억미만,220억미만,140억미만,2.51,,1.03,270억미만,130억미만,140억미만,2.09,26.9,1.37,여
2006,G47***,11,가전제품 소매업,소기업,기타,경기도 이천시,20억미만,10억미만,20억미만,,29.1,1.24,20억미만,10억미만,20억미만,,28,1.1,20억미만,10억미만,20억미만,,24.9,1.09,20억미만,10억미만,20억미만,,31.5,0.98,20억미만,10억미만,20억미만,,,0.9,부
2005,G46***,11,전기용 기계ㆍ장비 및 관련 기자재 도매업,소기업,기타,전남 영암군,70억미만,50억미만,30억미만,1.37,14.3,1.35,70억미만,50억미만,30억미만,0.39,36.8,4.07,70억미만,50억미만,30억미만,0.57,17.2,2.79,80억미만,50억미만,30억미만,0.49,,3.36,60억미만,20억미만,40억미만,12.9,,0.25,부
2006,N75***,11,"전시, 컨벤션 및 행사 대행업",소기업,기타,서울특별시 서초구,10억미만,10억미만,10억미만,55.5,23.3,0.17,10억미만,10억미만,10억미만,,12,0.07,10억미만,10억미만,10억미만,13,19,0.18,10억미만,10억미만,10억미만,9.29,,0.19,10억미만,10억미만,10억미만,3.37,18.7,0.45,부
2006,C30***,11,그 외 자동차용 신품 부품 제조업,소기업,기타,경남 창녕군,40억미만,30억미만,10억미만,2,19.1,0.92,50억미만,40억미만,10억미만,1.28,16.1,1.44,40억미만,30억미만,10억미만,1.08,15.5,1.45,40억미만,30억미만,10억미만,1.31,,1.28,40억미만,30억미만,10억미만,0.99,,1.72,여
2005,C22***,11,기타 기계ㆍ장비 조립용 플라스틱 제품 제조업,소기업,기타,경기 화성시,70억미만,40억미만,30억미만,1.51,38.5,1.37,70억미만,40억미만,30억미만,1.13,52,1.81,60억미만,40억미만,30억미만,1.4,53.7,1.49,70억미만,40억미만,30억미만,1.33,,1.54,70억미만,40억미만,30억미만,1.25,,1.56,부
2005,G46***,11,"서적, 잡지 및 기타 인쇄물 도매업",소기업,기타,인천 부평구,40억미만,30억미만,10억미만,1.06,18,2.3,30억미만,30억미만,10억미만,2.08,9.65,1.17,30억미만,30억미만,10억미만,2.41,8.51,1.05,30억미만,30억미만,10억미만,2.33,,1.1,30억미만,30억미만,10억미만,1.72,11,1.41,부
2005,G46***,11,기타 화학물질 및 화학제품 도매업,중기업,기타,서울특별시 송파구,100억미만,50억미만,50억미만,2.9,11.8,0.79,90억미만,40억미만,50억미만,2.5,13.9,0.91,100억미만,60억미만,50억미만,2.09,10.9,0.95,110억미만,60억미만,50억미만,3.25,9.72,0.62,80억미만,40억미만,40억미만,5.04,,0.55,부
2005,F42***,11,내부 통신배선 공사업,소기업,기타,서울특별시 송파구,50억미만,20억미만,30억미만,13.1,19.7,0.48,40억미만,20억미만,20억미만,8.27,19.4,0.48,40억미만,20억미만,20억미만,11.9,14.1,0.4,30억미만,20억미만,20억미만,8.76,,0.47,30억미만,20억미만,20억미만,3.83,,0.88,부
2004,C25***,11,금속선 가공제품 제조업,중기업,기타,경기 평택시,120억미만,70억미만,50억미만,1.97,26.1,0.99,120억미만,70억미만,50억미만,1.93,24.2,0.92,120억미만,70억미만,50억미만,2.89,17.2,0.67,110억미만,70억미만,50억미만,3.16,,0.71,90억미만,70억미만,20억미만,2.97,20,0.59,부
2004,F42***,11,"미장, 타일 및 방수 공사업",소기업,기타,전라남도 담양군,70억미만,40억미만,40억미만,1.65,24.1,1.24,70억미만,40억미만,40억미만,1.7,23.4,1.12,70억미만,50억미만,30억미만,1.76,21.5,1.06,70억미만,50억미만,30억미만,1.28,29,1.38,70억미만,50억미만,30억미만,0.92,,1.78,부
2006,C29***,11,금속 절삭기계 제조업,중기업,외감법인,경상남도 창원시,490억미만,320억미만,170억미만,1.12,37,1.66,490억미만,320억미만,170억미만,1.33,34.4,1.49,440억미만,280억미만,160억미만,1.56,35.3,1.36,420억미만,280억미만,150억미만,1.59,,1.37,370억미만,250억미만,130억미만,1.3,,1.56,부
2005,G45***,11,자동차용 전용 신품 부품 판매업,중기업,기타,대구광역시 서구,130억미만,70억미만,70억미만,1.72,19.9,1.44,90억미만,60억미만,30억미만,1.7,20.2,1.09,80억미만,60억미만,30억미만,1.65,20.8,1.04,80억미만,60억미만,30억미만,1.55,20.1,1.08,70억미만,50억미만,20억미만,1.57,19.9,1.02,여
2005,C25***,11,금속선 가공제품 제조업,소기업,기타,충남 홍성군,20억미만,10억미만,10억미만,1.63,10.9,1.53,20억미만,10억미만,20억미만,1.91,6.49,1.24,30억미만,20억미만,20억미만,1.78,18.4,1.32,30억미만,20억미만,20억미만,1.62,,1.25,30억미만,20억미만,20억미만,1.67,21.9,1.31,부
2006,C31***,11,선박 구성 부분품 제조업,중기업,기타,경남 함안군,290억미만,190억미만,100억미만,5.06,21.3,0.57,210억미만,130억미만,80억미만,3.29,28.1,0.76,180억미만,120억미만,70억미만,2.95,28.3,0.76,170억미만,120억미만,50억미만,1.86,,1.07,140억미만,100억미만,40억미만,2.21,,0.79,여
2006,G46***,11,의료용품 도매업,소기업,기타,제주 제주시,100억미만,30억미만,80억미만,7.53,22.4,1.56,100억미만,30억미만,70억미만,10.3,19.3,1.33,90억미만,30억미만,70억미만,6.26,27,1.19,70억미만,20억미만,60억미만,9.37,,1.08,70억미만,20억미만,50억미만,9.82,,1.12,부
2006,C30***,11,그 외 자동차용 신품 부품 제조업,한시성중소기업,외감법인,경상북도 칠곡군,860억미만,600억미만,260억미만,2.22,20,0.73,800억미만,550억미만,250억미만,2.03,23.7,0.81,740억미만,520억미만,230억미만,1.94,22.9,0.86,720억미만,510억미만,210억미만,2.01,22.4,0.89,470억미만,350억미만,120억미만,2.17,25.8,0.79,여
2006,G46***,11,전기용 기계ㆍ장비 및 관련 기자재 도매업,소기업,기타,인천광역시 부평구,40억미만,20억미만,20억미만,7.06,20.9,0.78,30억미만,10억미만,20억미만,7.57,20.8,0.65,20억미만,10억미만,20억미만,24.8,18.4,0.44,20억미만,10억미만,10억미만,34.2,,0.37,20억미만,10억미만,10억미만,22,,0.51,부
2006,C13***,11,화학섬유직물 직조업,소기업,기타,대구 달성군,120억미만,20억미만,110억미만,10.7,18.6,0.85,120억미만,30억미만,100억미만,10.9,17.9,0.75,120억미만,40억미만,90억미만,7.89,15.9,0.63,120억미만,40억미만,90억미만,5.08,,0.72,110억미만,30억미만,80억미만,5.94,,0.83,부
2005,G46***,11,의약품 도매업,중기업,기타,서울 영등포구,30억미만,20억미만,10억미만,8.73,11.3,0.38,40억미만,20억미만,20억미만,7.36,24,0.52,40억미만,30억미만,20억미만,8.99,19,0.45,40억미만,20억미만,20억미만,10.7,,0.45,40억미만,20억미만,20억미만,9.8,14.3,0.47,부
2004,C29***,11,그 외 기타 특수목적용 기계 제조업,소기업,기타,경기 시흥시,120억미만,90억미만,50억미만,1.41,23.8,0.94,110억미만,70억미만,40억미만,0.76,13.7,2.14,120억미만,70억미만,50억미만,0.67,39.9,2.73,120억미만,70억미만,50억미만,0.66,23.6,2.7,130억미만,70억미만,60억미만,1.04,30.7,1.75,여
2003,C24***,11,기타 1차 비철금속 제조업,소기업,기타,경기 시흥시,60억미만,40억미만,20억미만,3.23,15.5,0.66,50억미만,40억미만,20억미만,3.28,16.5,0.61,50억미만,30억미만,30억미만,4.51,13.1,0.57,50억미만,30억미만,20억미만,3.91,14.8,0.65,50억미만,40억미만,20억미만,3.96,,0.94,부
2005,F42***,11,콘크리트 및 철근 공사업,소기업,기타,대전광역시 동구,70억미만,30억미만,50억미만,54.7,63.2,0.21,70억미만,20억미만,50억미만,29.4,55.4,0.34,60억미만,20억미만,40억미만,23.6,63.7,0.3,60억미만,20억미만,40억미만,32,,0.22,50억미만,20억미만,30억미만,63.2,,0.17,부
2005,F42***,11,건설장비 운영업,소기업,기타,경기도 화성시,80억미만,30억미만,50억미만,8.49,57,0.71,100억미만,50억미만,50억미만,7.72,56.4,0.68,90억미만,50억미만,50억미만,8.95,57.1,0.62,70억미만,40억미만,40억미만,8.56,,0.66,60억미만,30억미만,40억미만,8.06,,0.81,부
2005,C30***,11,자동차용 신품 제동장치 제조업,소기업,기타,경기도 광주시,20억미만,10억미만,10억미만,4.07,38.6,0.79,20억미만,10억미만,10억미만,3.99,42.1,0.62,20억미만,10억미만,10억미만,3.28,45.9,0.82,20억미만,10억미만,10억미만,2.47,,1.21,30억미만,20억미만,10억미만,1.19,,1.41,여
2005,M72***,11,기타 엔지니어링 서비스업,중기업,기타,경상남도 하동군,110억미만,50억미만,60억미만,2.8,50.4,0.99,100억미만,50억미만,50억미만,1.97,56.5,1.1,80억미만,40억미만,40억미만,2.63,50.8,0.89,60억미만,30억미만,30억미만,3.03,,0.85,50억미만,20억미만,30억미만,7.36,,0.75,여
2001,F42***,11,배관 및 냉ㆍ난방 공사업,중기업,기타,경기도 용인시,80억미만,40억미만,60억미만,2.58,44.3,0.68,80억미만,30억미만,60억미만,7.07,45.7,0.33,70억미만,30억미만,60억미만,17,36.7,0.21,70억미만,20억미만,50억미만,23.7,,0.24,50억미만,10억미만,50억미만,2418,43.3,0.2,부
1999,M72***,11,건물 및 토목 엔지니어링 서비스업,소기업,기타,서울특별시 양천구,70억미만,30억미만,50억미만,0.91,78.5,3.61,70억미만,30억미만,50억미만,1.03,83.6,3.35,60억미만,20억미만,40억미만,1.15,83.2,3.2,60억미만,20억미만,40억미만,0.7,,5.08,50억미만,10억미만,40억미만,1.45,74.3,5.88,부
2005,G46***,11,육류 도매업,소기업,기타,경기도 파주시,10억미만,10억미만,10억미만,2.7,17.6,0.87,20억미만,10억미만,10억미만,2.34,14.4,0.81,20억미만,10억미만,10억미만,2.08,18,0.82,10억미만,10억미만,10억미만,0.83,,1.78,10억미만,10억미만,10억미만,1.92,,1.51,부
2010,N75***,11,고용 알선업,중기업,기타,서울 구로구,50억미만,30억미만,20억미만,0.79,61.3,2.15,50억미만,30억미만,20억미만,0.85,62.8,2.06,50억미만,30억미만,30억미만,1.07,65.6,1.71,50억미만,30억미만,30억미만,1.42,,1.23,50억미만,30억미만,20억미만,1.62,21.2,1.1,부
2011,E38***,11,금속류 해체 및 선별업,소기업,기타,경상북도 고령군,110억미만,60억미만,60억미만,1.95,13.7,1.1,110억미만,60억미만,60억미만,1.79,12.3,1.16,100억미만,50억미만,60억미만,2.87,30.8,0.86,120억미만,90억미만,40억미만,0.9,12.9,1.52,100억미만,70억미만,30억미만,0.58,,2.53,부
2012,G46***,11,의료기기 도매업,소기업,기타,경기 성남시,30억미만,20억미만,20억미만,11.8,13.5,0.26,30억미만,20억미만,20억미만,9.47,10.5,0.26,20억미만,10억미만,10억미만,17.1,10.2,0.21,10억미만,10억미만,10억미만,16.6,,0.15,10억미만,10억미만,10억미만,6.84,,0.27,여
2012,F42***,11,배관 및 냉ㆍ난방 공사업,소기업,기타,경상북도 포항시,30억미만,10억미만,20억미만,19.9,31.3,0.31,20억미만,10억미만,20억미만,19.4,33.7,0.27,20억미만,10억미만,20억미만,24.4,28.4,0.22,20억미만,10억미만,10억미만,11.5,,0.37,20억미만,10억미만,10억미만,10.6,,0.28,부
2012,C31***,11,철도차량 부품 및 관련 장치물 제조업,한시성중소기업,외감법인,경상남도 창원시,4210억미만,2610억미만,1600억미만,0.72,26.6,2.85,3090억미만,2130억미만,960억미만,1.2,17.4,2,1740억미만,1450억미만,300억미만,0.89,24.9,1.7,1500억미만,1260억미만,240억미만,0.67,,2.39,780억미만,590억미만,200억미만,1.28,,1.67,부
